2.104000000000000000e+03,3.000000000000000000e+00
1.600000000000000000e+03,3.000000000000000000e+00
2.400000000000000000e+03,3.000000000000000000e+00
1.416000000000000000e+03,2.000000000000000000e+00
3.000000000000000000e+03,4.000000000000000000e+00
1.985000000000000000e+03,4.000000000000000000e+00
1.534000000000000000e+03,3.000000000000000000e+00
1.427000000000000000e+03,3.000000000000000000e+00
1.380000000000000000e+03,3.000000000000000000e+00
1.494000000000000000e+03,3.000000000000000000e+00
1.940000000000000000e+03,4.000000000000000000e+00
2.000000000000000000e+03,3.000000000000000000e+00
1.890000000000000000e+03,3.000000000000000000e+00
4.478000000000000000e+03,5.000000000000000000e+00
1.268000000000000000e+03,3.000000000000000000e+00
2.300000000000000000e+03,4.000000000000000000e+00
1.320000000000000000e+03,2.000000000000000000e+00
1.236000000000000000e+03,3.000000000000000000e+00
2.609000000000000000e+03,4.000000000000000000e+00
3.031000000000000000e+03,4.000000000000000000e+00
1.767000000000000000e+03,3.000000000000000000e+00
1.888000000000000000e+03,2.000000000000000000e+00
1.604000000000000000e+03,3.000000000000000000e+00
1.962000000000000000e+03,4.000000000000000000e+00
3.890000000000000000e+03,3.000000000000000000e+00
1.100000000000000000e+03,3.000000000000000000e+00
1.458000000000000000e+03,3.000000000000000000e+00
2.526000000000000000e+03,3.000000000000000000e+00
2.200000000000000000e+03,3.000000000000000000e+00
2.637000000000000000e+03,3.000000000000000000e+00
1.839000000000000000e+03,2.000000000000000000e+00
1.000000000000000000e+03,1.000000000000000000e+00
2.040000000000000000e+03,4.000000000000000000e+00
3.137000000000000000e+03,3.000000000000000000e+00
1.811000000000000000e+03,4.000000000000000000e+00
1.437000000000000000e+03,3.000000000000000000e+00
1.239000000000000000e+03,3.000000000000000000e+00
2.132000000000000000e+03,4.000000000000000000e+00
4.215000000000000000e+03,4.000000000000000000e+00
2.162000000000000000e+03,4.000000000000000000e+00
1.664000000000000000e+03,2.000000000000000000e+00
2.238000000000000000e+03,3.000000000000000000e+00
2.567000000000000000e+03,4.000000000000000000e+00
1.200000000000000000e+03,3.000000000000000000e+00
8.520000000000000000e+02,2.000000000000000000e+00
1.852000000000000000e+03,4.000000000000000000e+00
1.203000000000000000e+03,3.000000000000000000e+00
